Family Name,Word Class
бурмістрова,adjective
внукова,adjective
галака,noun
гливка,noun
голінка,noun
данькова,adjective
діордіца,noun
довгошея,noun
золотова,adjective
каліта,noun
колесова,adjective
коломійцева,adjective
коцюрба,noun
мазниця,noun
мерва,noun
наталуха,noun
палівода,noun
паскалова,adjective
плетньова,adjective
потьомка,noun
пунда,noun
разумова,adjective
семикіна,adjective
сергієва,adjective
сімора,noun
тетьора,noun
хаджинова,adjective
халабуда,noun
шупта,noun
щелкунова,adjective
абдулаєва,adjective
байбара,noun
балакіна,adjective
бібікова,adjective
болотіна,adjective
буднікова,adjective
вострікова,adjective
ганага,noun
гладишева,adjective
давигора,noun
дойжа,noun
єжова,adjective
земба,noun
капацина,adjective
кунєва,adjective
лева,noun
мостіпака,noun
одинцова,adjective
підлозцівська,adjective
плешка,noun
покутня,adjective
пона,noun
постнікова,adjective
ребрина,adjective
рукавиця,noun
султанова,adjective
супряга,noun
тіора,noun
юськова,adjective
бугаєва,adjective
буянова,adjective
васькова,adjective
верета,noun
гурянова,adjective
дамаскіна,adjective
єніна,adjective
жижка,noun
зегря,noun
камєнєва,adjective
капліна,adjective
качалка,noun
люманова,adjective
марінова,adjective
плахотя,noun
прокуда,noun
садовнікова,adjective
саханда,noun
семена,noun
семеніхіна,adjective
смоліна,adjective
солодовнікова,adjective
сухомлінова,adjective
талавіра,noun
фока,noun
шувалова,adjective
шуляка,noun
ангелова,adjective
батюта,noun
беседіна,adjective
волокітіна,adjective
євсеєва,adjective
єлісеєва,adjective
залога,noun
капиця,noun
кривега,noun
ластовка,noun
леонідова,adjective
малярова,adjective
нагога,noun
панаріна,adjective
піхуля,noun
полкова,adjective
прозорова,adjective
риндя,noun
роздайбіда,noun
соломатіна,adjective
солопова,adjective
усеїнова,adjective
фрига,noun
фурда,noun
чамата,noun
чуркіна,adjective
шпірка,noun
арбузова,adjective
бунда,noun
верега,noun
горелова,adjective
девятка,noun
добриніна,adjective
дячина,adjective
іваннікова,adjective
іськова,adjective
кандибка,noun
капітонова,adjective
кізима,noun
книга,noun
коверга,noun
коруна,noun
лохоня,noun
мацюця,noun
миськова,adjective
петля,noun
ремига,noun
сітнікова,adjective
старова,adjective
стефанова,adjective
томіліна,adjective
франкова,adjective
фуга,noun
шатова,adjective
шепелєва,adjective
анікєєва,adjective
годунова,adjective
голубкова,adjective
горбаньова,adjective
дуракова,adjective
емірова,adjective
латка,noun
леськова,adjective
лучкова,adjective
ляпіна,adjective
малькова,adjective
маніта,noun
маріуца,noun
масалітіна,adjective
петрушина,adjective
писарева,adjective
плеханова,adjective
самкова,adjective
спіріна,adjective
сторожева,adjective
хасанова,adjective
шипоша,noun
щибря,noun
яковишина,adjective
яцишена,adjective
безродня,adjective
безушка,noun
болдирева,adjective
боцула,noun
букрєєва,adjective
васильцова,adjective
ганєва,adjective
гнатишина,adjective
грона,noun
дереча,noun
дойчева,adjective
єва,noun
жигалова,adjective
заморока,noun
зарудня,adjective
ісмаїлова,adjective
лагойда,noun
магола,noun
малигіна,adjective
мегера,noun
недялкова,adjective
непочатова,adjective
пантелеєва,adjective
петрига,noun
плішка,noun
плотникова,adjective
полуніна,adjective
прасолова,adjective
сеніна,adjective
сокрута,noun
татаринова,adjective
черня,noun
шегда,noun
шликова,adjective
шулякова,adjective
ящишина,adjective
богута,noun
брила,noun
булега,noun
буткова,adjective
ганжала,noun
глебова,adjective
дарда,noun
дериземля,noun
єремеєва,adjective
івахова,adjective
калитка,noun
карманова,adjective
кірюхіна,adjective
колибаба,noun
костоглодова,adjective
лихобаба,noun
магеря,noun
маркелова,adjective
маслянка,noun
махмудова,adjective
ножка,noun
парасківа,noun
рекеда,noun
скороходова,adjective
смагіна,adjective
смокова,adjective
табала,noun
теплова,adjective
шотропа,noun
амєтова,adjective
баскакова,adjective
безуглова,adjective
бернада,noun
билина,noun
бока,noun
васильева,adjective
ведута,noun
вельма,noun
гета,noun
голощапова,adjective
дерюга,noun
загнибіда,noun
зачепа,noun
кандзюба,noun
кашина,adjective
корба,noun
косінова,adjective
кривоносова,adjective
кулька,noun
лебєдєва,adjective
левкова,adjective
макодзеба,noun
мерзлікіна,adjective
могилка,noun
мойсєєва,adjective
мусатова,adjective
пазина,noun
пантелєєва,adjective
расторгуєва,adjective
сідельникова,adjective
ступакова,adjective
ткаля,noun
фарафонова,adjective
шалаєва,adjective
шова,noun
божкова,adjective
ванда,noun
воєводіна,adjective
гвоздьова,adjective
гостіщева,adjective
калачова,adjective
карпачова,adjective
коменда,noun
коцаба,noun
кошкіна,adjective
куракова,adjective
курилова,adjective
куріпка,noun
лугіна,adjective
мина,noun
молокова,adjective
печура,noun
полозова,adjective
риженкова,adjective
романюха,noun
семкова,adjective
сиворакша,noun
синякова,adjective
сковородка,noun
судакова,adjective
чуєва,adjective
шуліпа,noun
шуригіна,adjective
байкова,adjective
брюханова,adjective
бурдужа,adjective
веліляєва,adjective
видра,noun
волканова,adjective
ганіна,adjective
дмитрова,adjective
євстратова,adjective
калинка,noun
калінкіна,adjective
катасонова,adjective
кошуба,noun
милка,noun
нездойминога,noun
петрухіна,adjective
пилипака,noun
плакида,noun
погиба,noun
приблуда,noun
рудова,adjective
сажнєва,adjective
северіна,adjective
семенишина,adjective
соломонова,adjective
сопіга,noun
топоркова,adjective
чубарова,adjective
чупахіна,adjective
шевелєва,adjective
яськова,adjective
афанасєва,adjective
бага,noun
браткова,adjective
бурякова,adjective
гамула,noun
горбатова,adjective
грідіна,adjective
гуськова,adjective
дулеба,noun
зубаха,noun
іванча,noun
ілієва,adjective
іноземцева,adjective
іотова,adjective
кірянова,adjective
колоколова,adjective
коняєва,adjective
коростильова,adjective
корсакова,adjective
костишена,adjective
кроха,noun
курдюкова,adjective
лавренова,adjective
луста,noun
любка,noun
малига,noun
марушка,noun
павлішина,adjective
підперигора,noun
поковба,noun
ревякіна,adjective
сколота,noun
суровцева,adjective
сухарєва,adjective
тріфонова,adjective
федулова,adjective
шабля,noun
янчева,adjective
антропова,adjective
байдала,noun
гаджула,noun
геля,noun
гирка,noun
гречина,adjective
дригула,noun
ілюха,noun
іпатова,adjective
клюба,noun
коверда,noun
козюберда,adjective
колмикова,adjective
коровкіна,adjective
криволапова,adjective
кутя,noun
кучкова,adjective
лашина,adjective
лебеда,noun
метла,noun
мрига,noun
надєєва,adjective
новожилова,adjective
овсянникова,adjective
панайотова,adjective
панчишина,adjective
паршикова,adjective
пінтя,noun
подорожня,adjective
пяста,noun
репка,noun
синицина,adjective
слюта,noun
солоніна,adjective
сопіна,adjective
тегза,noun
цвіткова,adjective
шквира,noun
шовдра,noun
щетиніна,adjective
балта,noun
батракова,adjective
васютіна,adjective
говтва,noun
горя,noun
гугля,noun
дмитришена,adjective
зіма,noun
іванишина,adjective
квасова,adjective
кіба,noun
коляка,noun
коміссарова,adjective
котельникова,adjective
кошеля,noun
кузьмічова,adjective
левчишина,adjective
легейда,noun
локтіонова,adjective
малкова,adjective
махоніна,adjective
олекса,noun
павлишена,adjective
пантя,noun
протопопова,adjective
сізова,adjective
стойчева,adjective
стукалова,adjective
ступа,noun
троянова,adjective
турова,adjective
шегера,noun
шкреба,noun
алєксандрова,adjective
асланова,adjective
астафєва,adjective
бекетова,adjective
бенда,noun
бєлая,adjective
бокша,noun
гаїна,adjective
гелевера,noun
гулакова,adjective
дворнікова,adjective
должикова,adjective
друмова,adjective
єлагіна,adjective
єльцова,adjective
желязкова,adjective
залата,noun
івлева,adjective
киреєва,adjective
кондря,noun
косенкова,adjective
котельнікова,adjective
красільнікова,adjective
льода,noun
майдебура,noun
макота,noun
мацькова,adjective
мишура,noun
мяснікова,adjective
папуга,noun
пащина,adjective
покуса,noun
ракітіна,adjective
рослякова,adjective
роспопа,noun
семенуха,noun
труханова,adjective
цицюра,noun
шалигіна,adjective
шелегеда,noun
баришнікова,adjective
баурда,noun
бєлєвцова,adjective
борзова,adjective
букреєва,adjective
вяткіна,adjective
гега,noun
глізнуца,noun
глушакова,adjective
гогуля,noun
голодрига,noun
горба,noun
дячкова,adjective
євтухова,adjective
жихарєва,adjective
жмака,noun
загика,noun
зяблова,adjective
катана,noun
кіреєва,adjective
кривуца,noun
ладигіна,adjective
лашта,noun
мадрига,noun
незгода,noun
парипа,noun
пешкова,adjective
приколота,adjective
приставка,noun
романча,noun
сапега,noun
селютіна,adjective
скоробогатова,adjective
сміюха,noun
татаріна,adjective
усольцева,adjective
хайбуллаєва,adjective
хрустальова,adjective
чекурда,noun
черенкова,adjective
шпонька,noun
ягодка,noun
яцькова,adjective
бега,noun
бербега,noun
білюга,noun
болгова,adjective
буніна,adjective
ватуля,noun
вахрушева,adjective
голєва,adjective
грозова,adjective
долженкова,adjective
долматова,adjective
журибеда,noun
жученя,noun
запша,noun
іванісова,adjective
косарева,adjective
лісіцина,adjective
лохматова,adjective
мацюта,noun
ніка,noun
образцова,adjective
осокіна,adjective
посмітюха,noun
ромашина,adjective
саса,noun
синельникова,adjective
скіба,noun
спасьонова,adjective
сурма,noun
топова,adjective
ченцова,adjective
черноусова,adjective
якімова,adjective
андріуца,noun
бакалова,adjective
балега,noun
безпалова,adjective
василєва,adjective
гомола,noun
дерюгіна,adjective
дерябіна,adjective
заскока,noun
ілларіонова,adjective
клевцова,adjective
кошара,noun
крупеня,noun
кудріна,adjective
курганова,adjective
малюкіна,adjective
мінчева,adjective
папка,noun
петруха,noun
пічугіна,adjective
рєпіна,adjective
самотуга,noun
сапунова,adjective
семка,noun
скрипкіна,adjective
стеба,noun
таратута,noun
тертиця,noun
толюпа,noun
тромса,noun
чайкіна,adjective
чупира,noun
шкуратова,adjective
юзькова,adjective
бажанова,adjective
бальоха,noun
башта,noun
биканова,adjective
бобильова,adjective
бовда,noun
буженіца,noun
вакуліна,adjective
воротинцева,adjective
гіба,noun
гнитка,noun
горяєва,adjective
гридасова,adjective
гридіна,adjective
дзюндзя,noun
дьяконова,adjective
жигуліна,adjective
іовчева,adjective
караченцева,adjective
карелова,adjective
катруша,noun
кірілова,adjective
коротаєва,adjective
косякова,adjective
краснобаєва,adjective
кригіна,adjective
курносова,adjective
мігова,adjective
муждабаєва,adjective
негря,noun
нишпора,noun
павлуша,noun
перелигіна,adjective
поцелуєва,adjective
русінова,adjective
ситникова,adjective
сула,noun
токмакова,adjective
харітонова,adjective
шемета,noun
щокіна,adjective
щочка,noun
ярцева,adjective
атаманова,adjective
башмакова,adjective
борісова,adjective
бурикіна,adjective
бурля,noun
галла,noun
дерепа,noun
дзеціна,adjective
дрокіна,adjective
зирянова,adjective
клюса,noun
кожанова,adjective
кожухова,adjective
красношапка,noun
кукліна,adjective
куцина,adjective
ляліна,adjective
машина,adjective
медведьова,adjective
меренкова,adjective
мерзлякова,adjective
мілованова,adjective
мучичка,noun
работа,noun
рубльова,adjective
рула,noun
сілаєва,adjective
скоробреха,noun
смолка,noun
сулига,noun
сухарева,adjective
трубіцина,adjective
христофорова,adjective
шапорда,noun
шепілова,adjective
шитова,adjective
шопіна,adjective
богма,noun
бодрова,adjective
варнава,noun
ганджа,noun
григоришена,adjective
гришаєва,adjective
гурина,adjective
душина,adjective
жаворонкова,adjective
заскалета,noun
качула,noun
кисільова,adjective
кубишкіна,adjective
куксова,adjective
купріна,adjective
лютова,adjective
матола,noun
мейта,noun
мирка,noun
михайлина,adjective
негреба,noun
олейникова,adjective
пацеля,noun
пєнова,adjective
пигида,noun
потебня,noun
пузікова,adjective
рогуля,noun
рябокобила,noun
савєльєва,adjective
сафарова,adjective
силкіна,adjective
смолякова,adjective
тіткова,adjective
фігура,noun
халіна,adjective
чамара,noun
шаріпова,adjective
шендера,noun
янчишина,adjective
яцула,noun
басалига,noun
боканча,noun
василіка,noun
віноградова,adjective
гамова,adjective
глушаниця,noun
гуслякова,adjective
демирова,adjective
єрмілова,adjective
жемела,noun
івкова,adjective
казімірова,adjective
касімова,adjective
китаєва,adjective
кізілова,adjective
кода,noun
куртова,adjective
кучина,adjective
лягуша,noun
мазоха,noun
московка,noun
небилиця,noun
нетудихата,noun
нєнова,adjective
пісклова,adjective
покрова,adjective
прошина,adjective
пустовойтова,adjective
радулова,adjective
савва,noun
семенкова,adjective
сигида,noun
славута,noun
тринька,noun
фарима,noun
федорцова,adjective
хиля,noun
цюрупа,noun
шептуха,noun
шипка,noun
шкапа,noun
шкуліпа,noun
штурба,noun
шупеня,noun
аблязізова,adjective
авілова,adjective
арестова,adjective
барта,noun
бенза,noun
бідула,noun
бойцова,adjective
василяка,noun
велікова,adjective
геря,noun
гирба,noun
гишка,noun
грома,noun
дяконова,adjective
кабацюра,noun
кіфа,noun
ковалева,adjective
колобова,adjective
костя,noun
крикля,noun
кузьмичова,adjective
куриця,noun
лєонова,adjective
мазіна,adjective
молька,noun
мягкова,adjective
перевера,noun
петришена,adjective
піпа,noun
романишина,adjective
салієва,adjective
сьомкіна,adjective
терьохіна,adjective
федорина,adjective
чаусова,adjective
чижма,noun
шевага,noun
шпілька,noun
якушина,adjective
бєлялова,adjective
боровкова,adjective
водолага,noun
волга,noun
гала,noun
гричина,adjective
дзюра,noun
допіра,noun
єрмоліна,adjective
запека,noun
кабакова,adjective
казьміна,adjective
катаєва,adjective
киртока,noun
кобижча,noun
кремена,noun
кусяка,noun
луцкова,adjective
мазка,noun
малая,adjective
мацьопа,noun
мясоєдова,adjective
нємцева,adjective
олєйнікова,adjective
острікова,adjective
полєтаєва,adjective
проказа,noun
прокопєва,adjective
проскурякова,adjective
райчева,adjective
сеттарова,adjective
слюсарева,adjective
стрельникова,adjective
сухініна,adjective
тремба,noun
трикіша,noun
трубчанінова,adjective
фисина,adjective
фурманова,adjective
хахула,noun
цовма,noun
чеканова,adjective
чижикова,adjective
шакірова,adjective
шаламова,adjective
балєва,adjective
барткова,adjective
белякова,adjective
бочуля,noun
гарда,noun
генералова,adjective
гребеннікова,adjective
драгунова,adjective
дудла,noun
жечева,adjective
зейтуллаєва,adjective
каракуця,noun
клепа,noun
клишта,noun
костікова,adjective
кочурка,noun
кузьмова,adjective
кука,noun
лакиза,noun
левашова,adjective
логунова,adjective
мануйлова,adjective
міхальова,adjective
недайвода,noun
пантєлєєва,adjective
патра,noun
подкопаєва,adjective
синявіна,adjective
тахтарова,adjective
ткачева,adjective
хвостова,adjective
шарга,noun
шелепа,noun
шурубура,noun
аблязова,adjective
ахтемова,adjective
бакаєва,adjective
бєлка,noun
бєсєдіна,adjective
брикса,noun
бурима,noun
бутиріна,adjective
ваганова,adjective
волчанова,adjective
галенда,noun
гандабура,noun
гира,noun
горішня,adjective
губарева,adjective
давискиба,noun
далакова,adjective
даніліна,adjective
дьячкова,adjective
єльнікова,adjective
єрофєєва,adjective
житкова,adjective
замура,noun
зибіна,adjective
ількова,adjective
каніщева,adjective
карпухіна,adjective
карцева,adjective
кобзева,adjective
кока,noun
комова,adjective
коханова,adjective
лапка,noun
легета,noun
лобачова,adjective
оскома,noun
перетяка,noun
прокудіна,adjective
псарьова,adjective
совгиря,noun
удалова,adjective
фанда,noun
фасоля,noun
шиба,noun
шостка,noun
белялова,adjective
бендера,noun
берча,noun
брегеда,noun
бурдюжа,adjective
видря,noun
гемба,noun
гломозда,noun
головкіна,adjective
груздєва,adjective
дима,noun
долуда,noun
драгнєва,adjective
дударева,adjective
єрема,noun
єреміца,noun
забейда,noun
кислова,adjective
клипа,noun
косміна,adjective
кулава,noun
лянка,noun
маламура,noun
малашта,noun
маслюкова,adjective
миндра,noun
мотора,noun
нешта,noun
олександрова,adjective
партола,noun
подколзіна,adjective
полуектова,adjective
почерніна,adjective
ричкова,adjective
романішина,adjective
савоста,noun
сагура,noun
свердлова,adjective
слаква,noun
смолянінова,adjective
телегіна,adjective
теплякова,adjective
тропотяга,noun
шамара,noun
юшкова,adjective
ярига,noun
абдула,noun
алябєва,adjective
блинова,adjective
бужора,noun
буркова,adjective
бурса,noun
верига,noun
вінокурова,adjective
гавка,noun
гараніна,adjective
гармата,noun
голишева,adjective
городня,adjective
джалілова,adjective
довгополова,adjective
дуднікова,adjective
земцова,adjective
зіброва,adjective
іваха,noun
качалова,adjective
кіча,noun
козюпа,noun
кретова,adjective
лиштва,noun
локтєва,adjective
лукінова,adjective
макайда,noun
маланка,noun
мирвода,noun
мица,noun
мошкіна,adjective
мурадова,adjective
нежура,noun
паштепа,noun
пашута,noun
пересипкіна,adjective
пляка,noun
рахімова,adjective
рейда,noun
смаілова,adjective
сукачова,adjective
татарінцева,adjective
тимкова,adjective
урда,noun
хрипта,noun
цяцька,noun
череда,noun
чернігівська,adjective
четверікова,adjective
шерепа,noun
шибаєва,adjective
шматова,adjective
шорохова,adjective
ярославцева,adjective
алтуніна,adjective
анпілогова,adjective
баталова,adjective
боровікова,adjective
бусигіна,adjective
вижга,noun
гаврилуца,noun
годорожа,noun
греля,noun
григоришина,adjective
гробова,adjective
журибіда,noun
заварзіна,adjective
заговора,noun
зазуля,noun
замана,noun
зеленкова,adjective
івануса,noun
ілюшина,adjective
іорданова,adjective
какуша,noun
карабанова,adjective
караджа,noun
катуніна,adjective
керекеша,noun
кичка,noun
клокова,adjective
колодіна,adjective
копитіна,adjective
костомаха,noun
крижня,noun
кубова,adjective
кулькова,adjective
лисенкова,adjective
ліпатова,adjective
лісунова,adjective
ліщишина,adjective
медуха,noun
миршавка,noun
мисевра,noun
мінкова,adjective
мірошникова,adjective
молодцова,adjective
набокова,adjective
новохатня,adjective
переяслова,adjective
погорілова,adjective
покиньборода,noun
походня,noun
прибега,noun
сабліна,adjective
селіхова,adjective
серова,adjective
скала,noun
совгира,noun
суптеля,noun
суржикова,adjective
ташева,adjective
федишина,adjective
филиппова,adjective
хлистова,adjective
хмельова,adjective
чепела,noun
чечуга,noun
шакіна,adjective
шереметьєва,adjective
шматкова,adjective
шмигора,noun
штиба,noun
юркіна,adjective
яковишена,adjective
аніканова,adjective
барієва,adjective
бахарєва,adjective
брега,noun
брянцева,adjective
бука,noun
валуєва,adjective
варфоломєєва,adjective
гижа,noun
гнибіда,noun
дерега,noun
ільїнова,adjective
ішкова,adjective
йолкіна,adjective
кандаурова,adjective
карєва,adjective
кичма,noun
клеба,noun
кодіца,noun
копитова,adjective
краля,noun
крапива,noun
лемешова,adjective
линда,noun
максакова,adjective
марчишина,adjective
меша,noun
мємєтова,adjective
моря,noun
мохова,adjective
мочаліна,adjective
недавня,adjective
оришака,noun
пастушина,adjective
плачинда,noun
пронька,noun
пунга,noun
пшеничка,noun
ремньова,adjective
реута,noun
рилова,adjective
сакада,noun
салімова,adjective
салманова,adjective
сальникова,adjective
сасіна,adjective
сивуха,noun
скіра,noun
скорокиржа,noun
скрипнікова,adjective
судома,noun
сухомлинова,adjective
тополя,noun
трушина,adjective
унтіла,noun
федяєва,adjective
харкова,adjective
чехова,adjective
шабага,noun
шафоростова,adjective
шашкіна,adjective
ширма,noun
шконда,noun
аппазова,adjective
бабакова,adjective
балабушка,noun
бєлєва,adjective
білозерова,adjective
богомазова,adjective
бугира,noun
ватуліна,adjective
вдовиця,noun
верьовкіна,adjective
гажа,noun
гарасюта,noun
демкова,adjective
деревяга,noun
долішня,adjective
дугіна,adjective
єлисєєва,adjective
жека,noun
забора,noun
завіруха,noun
звонарьова,adjective
зятина,adjective
казначеєва,adjective
картавцева,adjective
картамишева,adjective
кірчева,adjective
коршикова,adjective
костроміна,adjective
кураса,noun
лета,noun
мигуля,noun
мисюга,noun
михайлуца,noun
мінова,adjective
мірчева,adjective
мітла,noun
мішкова,adjective
молибога,noun
несіна,adjective
николаєва,adjective
островерхова,adjective
переста,noun
порва,noun
репринцева,adjective
саннікова,adjective
сінельнікова,adjective
стонога,noun
стремоухова,adjective
сукова,adjective
телиця,noun
тетеріна,adjective
хабуля,noun
хомуха,noun
хребтова,adjective
хрущова,adjective
ціцюра,noun
шейна,noun
шитікова,adjective
шурипа,noun
аббасова,adjective
арутюнова,adjective
астапова,adjective
байбуза,noun
барбара,noun
бєкірова,adjective
бровкіна,adjective
будика,noun
вашкеба,noun
велегура,noun
вельчева,adjective
гаранжа,noun
гейна,noun
грабина,noun
гуйва,noun
гущіна,adjective
задеряка,noun
ізмаілова,adjective
каверіна,adjective
каськова,adjective
качалуба,noun
клепка,noun
коєва,adjective
красильникова,adjective
крисанова,adjective
кудина,noun
куза,noun
кускова,adjective
кутєпова,adjective
лісіна,adjective
ломоносова,adjective
лоскутова,adjective
лушнікова,adjective
любімова,adjective
мандра,noun
маноха,noun
марюхна,noun
муліка,noun
огороднікова,adjective
осетрова,adjective
перегудова,adjective
пєткова,adjective
плотиця,noun
рассоха,noun
рекша,noun
салтикова,adjective
санжара,noun
стрелкова,adjective
тішакова,adjective
томіна,adjective
трандафілова,adjective
хлєбнікова,adjective
чашка,noun
шамбра,noun
шолохова,adjective
шоробура,noun
шпіка,noun
щоткіна,adjective
акіншина,adjective
алферова,adjective
арістова,adjective
бардіна,adjective
батіщева,adjective
блажеєва,adjective
бузила,noun
велігура,noun
вертеба,noun
вирвикишка,noun
воліна,adjective
глобіна,adjective
глотка,noun
гнипа,noun
головкова,adjective
данилишина,adjective
дергунова,adjective
джига,noun
джумига,noun
емінова,adjective
євтєєва,adjective
зеленова,adjective
івасюта,noun
ідрісова,adjective
кокоріна,adjective
кокота,noun
колодєєва,adjective
кононихіна,adjective
костєва,adjective
кочкіна,adjective
крайнова,adjective
кримова,adjective
крутова,adjective
курбала,noun
кутепова,adjective
ляпота,noun
манжола,noun
матюшина,adjective
михайлишина,adjective
місюрка,noun
мога,noun
некраса,noun
нетудихатка,noun
ошека,noun
палка,noun
пампура,noun
подорога,noun
попряга,noun
рахманова,adjective
севрюкова,adjective
синюта,noun
скорнякова,adjective
сокура,noun
солодухіна,adjective
сопова,adjective
строганова,adjective
суходоля,noun
трухіна,adjective
фаніна,adjective
харсіка,noun
черемісіна,adjective
шекета,noun
шкатула,noun
шудря,noun
щава,noun
алдошина,adjective
анікеєва,adjective
балака,noun
барбуца,noun
барибіна,adjective
безгінова,adjective
берегеля,noun
бончева,adjective
борзенкова,adjective
булахова,adjective
булеца,noun
бурдига,noun
василиха,noun
василишена,adjective
гагаріна,adjective
газда,noun
герула,noun
гулага,noun
гулієва,adjective
джиджора,noun
джима,noun
димитрієва,adjective
дорошева,adjective
забродіна,adjective
заплюсвічка,noun
ібрагимова,adjective
калушка,noun
камнєва,adjective
каражова,adjective
кирда,noun
кирса,noun
клешня,noun
ключнікова,adjective
ковтунова,adjective
колюка,noun
кордюкова,adjective
корева,noun
кузьменкова,adjective
куляба,noun
кумеда,noun
кунда,noun
кучірка,noun
лагоша,noun
лапта,noun
лемешева,adjective
масюта,noun
махота,noun
бідзюра,noun
мацишина,adjective
мачуга,noun
мікуліна,adjective
мілєва,adjective
мілька,noun
монахова,adjective
москвичова,adjective
моторіна,adjective
мукоїда,noun
небелиця,noun
немикіна,adjective
огнєва,adjective
олива,noun
пальчикова,adjective
пєнєва,adjective
пришва,noun
салькова,adjective
светюха,noun
сербінова,adjective
сойка,noun
сулакова,adjective
сухачова,adjective
таланова,adjective
терлига,noun
треба,noun
урупа,noun
ухова,adjective
фанта,noun
фурдига,noun
черепова,adjective
шепелева,adjective
шковира,noun
алейнікова,adjective
алхімова,adjective
апалькова,adjective
арсентьєва,adjective
афендікова,adjective
бесараба,noun
бідзіля,noun
бринзила,noun
бузоверя,noun
бурдіна,adjective
бучакчийська,adjective
валєєва,adjective
ванджура,noun
гаджала,noun
галунка,noun
гонда,noun
грицькова,adjective
єрофеєва,adjective
жбанкова,adjective
заїкіна,adjective
зайкова,adjective
затолока,noun
иванова,adjective
калітіна,adjective
каменева,adjective
караєва,adjective
кардашова,adjective
карпушина,adjective
кобцева,adjective
конарєва,adjective
кузка,noun
куракіна,adjective
лакоза,noun
логвинова,adjective
логвіна,adjective
ложкіна,adjective
мацьоха,noun
машіка,noun
михальчишина,adjective
музира,noun
мула,noun
мурашкіна,adjective
нартова,adjective
палкіна,adjective
патрушева,adjective
ращупкіна,adjective
решитова,adjective
сідельнікова,adjective
сумарокова,adjective
туркіна,adjective
ходакова,adjective
чега,noun
червенкова,adjective
шепа,noun
шкіря,noun
шкроба,noun
шуміліна,adjective
ящишена,adjective
андруша,noun
балла,noun
бацула,noun
болюта,noun
бородуліна,adjective
борона,noun
буздуга,noun
верхуша,noun
вігура,noun
влаєва,adjective
воротнікова,adjective
гавеля,noun
гайбура,noun
года,noun
гожда,noun
гольоса,noun
гордіца,noun
гуліда,noun
даньшина,adjective
демчина,adjective
дердуга,noun
деркачова,adjective
джеппарова,adjective
дзюма,noun
ємелянова,adjective
єрмола,noun
заблуда,noun
завора,noun
закора,noun
захарія,noun
зіядінова,adjective
знайда,noun
іллічова,adjective
кірпа,noun
коломойцева,adjective
колошва,noun
конопада,noun
корейба,noun
кульпа,noun
куніцина,adjective
левадня,noun
лека,noun
літовка,noun
ляміна,adjective
моляка,noun
мухтарова,adjective
нелепа,noun
ноздрачова,adjective
паланиця,noun
панкратьєва,adjective
папазова,adjective
рассказова,adjective
рогожкіна,adjective
розанова,adjective
рудка,noun
селюкова,adjective
семенча,noun
семука,noun
тюльпа,noun
филимонова,adjective
чуліпа,noun
чуракова,adjective
чурилова,adjective
шатрова,adjective
штепура,noun
штефанеса,noun
абдураімова,adjective
балагута,noun
беба,noun
безега,noun
богиня,noun
бойчева,adjective
бордюгова,adjective
борута,noun
варуха,noun
виходцева,adjective
гвоздєва,adjective
гнезділова,adjective
гринишина,adjective
гуга,noun
джафарова,adjective
довгуша,noun
євстафієва,adjective
жалба,noun
жихарева,adjective
заведія,noun
закутня,adjective
кабула,noun
казюка,noun
калаянова,adjective
коноба,noun
коняхіна,adjective
красікова,adjective
кузюра,noun
кукура,noun
куракса,noun
курлова,adjective
лазука,noun
летута,noun
лопухова,adjective
лузіна,adjective
лушпа,noun
любота,noun
марікуца,noun
маруда,noun
махортова,adjective
мордвінова,adjective
мосенцева,adjective
надопта,noun
небаба,noun
окорокова,adjective
пасюта,noun
пахолка,noun
пенчева,adjective
погодіна,adjective
примакова,adjective
распопова,adjective
ремізова,adjective
розова,adjective
рустамова,adjective
савченкова,adjective
севідова,adjective
сейдалієва,adjective
селімова,adjective
семенда,noun
семенишена,adjective
сирватка,noun
сиротіна,adjective
скаба,noun
скокова,adjective
скребцова,adjective
слота,noun
сосніна,adjective
сухопара,noun
тарабара,noun
турбаба,noun
феськова,adjective
ходирєва,adjective
хрипунова,adjective
чуніхіна,adjective
чурікова,adjective
чурілова,adjective
шалига,noun
шанайда,noun
шаруда,noun
яніна,adjective
алпатова,adjective
базака,noun
борта,noun
бочарнікова,adjective
брежнєва,adjective
бургела,noun
верьовка,noun
войта,noun
войчишина,adjective
газієва,adjective
гальцова,adjective
герба,noun
гинда,noun
гринькова,adjective
грінка,noun
гульпа,noun
джога,noun
дроботова,adjective
дутова,adjective
єріна,adjective
забеліна,adjective
затона,noun
івашкова,adjective
киця,noun
кітаєва,adjective
кликова,adjective
ковіка,noun
колупаєва,adjective
коркіна,adjective
коштура,noun
лазурка,noun
лазутіна,adjective
лопоха,noun
ляшкова,adjective
магомедова,adjective
мадюдя,noun
мартьянова,adjective
мінєєва,adjective
моїсеєва,adjective
нікула,noun
новакова,adjective
огородня,adjective
перевалова,adjective
плахова,adjective
ревва,noun
ромашкіна,adjective
рудя,noun
русова,adjective
рябухіна,adjective
смакота,noun
солнцева,adjective
солодкова,adjective
стрільцова,adjective
тринта,noun
фомичова,adjective
холіна,adjective
цяпута,noun
чапалда,noun
чехута,noun
чмельова,adjective
шапкіна,adjective
шевлюга,noun
шека,noun
шквара,noun
шома,noun
юрьєва,adjective
арефєва,adjective
аріфова,adjective
ахметова,adjective
бєлявцева,adjective
білокопитова,adjective
